OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
282368383,278,Monroe St & Monroe Pl,32017,39.083673,-77.149162,YES,NO,,,NO,7,8,387094.43314867,157305.3907351,,
282368384,279,Needwood Rd & Eagles Head Ct,32018,39.123513,-77.15741,YES,NO,,,NO,7,7,386388.43917458,161729.3311025,,
282368385,280,East West Hwy & Blair Mill Rd,32019,38.990249,-77.02935,YES,NO,,,NO,2,13,397457.28862708,146924.15777926,,
282368386,281,Crabbs Branch Way & Calhoun Pl,32020,39.107709,-77.152072,YES,NO,,,NO,11,4,386847.10375582,159974.10023058,,
282368387,282,47th & Elm St,32021,38.982456,-77.091991,YES,NO,,,NO,5,10,392029.57027544,146062.66507911,,
282368388,283,Dennis Ave & Amherst Ave,32022,39.025387,-77.044563,YES,NO,,,NO,9,6,396141.22801173,150825.37283059,,
282368389,284,Montgomery College / W Campus Dr & Mannakee St,32023,39.095661,-77.159048,YES,NO,,,NO,3,17,386241.41121024,158637.64923132,,
282368390,285,Fenton St & Gist Ave,32024,38.989724,-77.023854,YES,NO,,,NO,4,7,397933.4145005,146865.73881136,,
282368391,286,Carroll & Westmoreland Ave,32025,38.975,-77.01121,YES,NO,,,NO,4,11,399028.62364911,145231.02061742,,
282368392,287,Carroll & Ethan Allen Ave,32026,38.977933,-77.006472,YES,NO,,,NO,0,15,399439.20704805,145556.57211519,,
282368393,288,Battery Ln & Trolley Trail,32027,38.992375,-77.100104,YES,NO,,,NO,10,4,391327.8386053,147164.51103503,,
282368394,289,Norfolk & Rugby Ave,32028,38.990639,-77.100239,YES,NO,,,NO,6,5,391315.93174708,146971.81066443,,
282368395,290,Offutt Ln & Chevy Chase Dr,32029,38.977093,-77.094589,YES,NO,,,NO,6,5,391803.8534602,145467.55036065,,
282368396,291,Broschart & Blackwell Rd,32030,39.102099,-77.200322,YES,NO,,,NO,10,5,382672.5405711,159359.37466242,,
282368397,292,Taft St & E Gude Dr,32031,39.094103,-77.132954,YES,NO,,,NO,6,9,388498.44225283,158461.08173,,
282368398,293,Fleet St & Ritchie Pkwy,32032,39.076331,-77.141378,YES,NO,,,NO,11,4,387766.64569552,156489.26883494,,
282368399,294,Piccard & W Gude Dr,32033,39.102212,-77.177091,YES,NO,,,NO,8,11,384681.99807835,159367.76528288,,
282368400,296,Georgia Ave & Spring St,32035,38.999388,-77.031555,YES,NO,,,NO,7,4,397266.61108519,147938.74232081,,
282368401,297,Fenton St & Ellsworth Dr,32036,38.997033,-77.025608,YES,NO,,,NO,5,10,397781.68474404,147677.15218341,,
282368402,298,King Farm Blvd & Pleasant Dr,32037,39.114688,-77.171487,YES,NO,,,NO,9,9,385169.33354228,160751.83427443,,
282368403,299,King Farm Blvd & Piccard Dr,32038,39.110314,-77.182669,YES,NO,,,NO,4,11,384201.31311065,160268.14020717,,
282368404,301,Calvert St & Woodley Pl NW,31121,38.923583,-77.050046,YES,NO,,,NO,16,1,395660.25194765,139524.3986898,,DC
282368405,302,New Jersey Ave & N St NW/Dunbar HS,31636,38.907333,-77.01536,YES,NO,,,NO,0,19,398667.75120975,137719.43588133,,DC
282368406,303,Nannie Helen Burroughs Ave & 49th St NE,31710,38.898536,-76.931862,YES,NO,,,NO,10,1,405910.67420774,136744.99164114,,DC
282368407,304,Deanwood Rec Center,31711,38.908473,-76.933099,YES,NO,,,NO,6,9,405802.5614741,137847.99932996,,DC
282368408,305,Hains Point/Buckeye & Ohio Dr SW,31273,38.878433,-77.03023,YES,NO,,,NO,0,17,397376.94021436,134511.63048068,,DC
282368409,306,Arlington Blvd & Fillmore St,31070,38.873755,-77.089233,YES,NO,,,NO,0,11,392256.73815346,133995.68730513,,
282368410,307,Eads St & 12th St S,31071,38.862753,-77.05428,YES,NO,,,NO,13,4,395289.08481316,132771.99996419,,
282368411,308,Old Georgetown Rd & Southwick St,32039,38.999634,-77.109647,YES,NO,,,NO,9,10,390502.08229336,147971.28240078,,
282368412,309,Friendship Blvd & Willard Ave,32040,38.96115,-77.088659,YES,NO,,,NO,16,2,392315.96955553,143697.21146898,,
282368413,310,North Capitol St & G Pl NE,31637,38.899703,-77.008911,YES,NO,,,NO,17,2,399227.02220444,136872.3698297,,DC
282368414,311,31st St & S Woodrow St,31072,38.837666,-77.09482,YES,NO,,,NO,4,7,391767.76100852,129990.04042841,,
282368415,312,Washington Blvd & Walter Reed Dr,31073,38.873219,-77.082104,YES,NO,,,NO,5,10,392875.30889503,133935.6067688,,
282368416,313,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,31074,38.869418,-77.095596,YES,NO,,,NO,7,8,391704.07999902,133514.80715931,,
282368417,314,Connecticut Ave & Tilden St NW,31313,38.941139,-77.061977,YES,NO,,,NO,7,8,394626.976355,141473.90137718,,DC
282368418,315,Medical Center Dr & Key West Ave,32041,39.103091,-77.196442,YES,NO,,,NO,5,10,383008.38939989,159468.76971438,,
282368419,316,Shady Grove Hospital,32042,39.097636,-77.196636,YES,NO,,,NO,8,10,382990.30463098,158863.23308023,,
282368420,317,Veterans Pl & Pershing Dr,32043,38.997445,-77.023894,YES,NO,,,NO,9,2,397930.17345122,147722.84809045,,
282368421,318,Rockville Metro East,32044,39.085394,-77.145803,YES,NO,,,NO,5,8,387385.36031083,157495.97307419,,
282368422,319,1st & H St NW,31638,38.900358,-77.012108,YES,NO,,,NO,4,11,398949.71056005,136945.11200625,,DC
282368423,320,Fort Totten Metro,31515,38.952369,-77.002721,YES,NO,,,NO,14,4,399764.14322203,142718.71185822,,DC
282368424,321,Takoma Metro,31408,38.975219,-77.016855,YES,NO,,,NO,14,4,398539.47386044,145255.40691126,,DC
282368425,322,Rhode Island Ave Metro,31516,38.920682,-76.995876,YES,NO,,,NO,12,7,400357.62798091,139201.18164889,,DC
282368426,323,Rolfe St & 9th St S,31075,38.866471,-77.076131,YES,NO,,,NO,5,6,393392.99961931,133186.07966769,,
282368427,324,Shirlington Transit Center / Quincy St & Randolph St,31076,38.839912,-77.087083,YES,NO,,,NO,9,6,392439.72224526,130238.69248395,,
282368428,325,Shady Grove Metro West,32045,39.119765,-77.166093,YES,NO,,,NO,15,4,385636.84639948,161314.58449914,,
282368429,326,River Rd & Landy Ln,32046,38.964992,-77.103381,YES,NO,,,NO,15,3,391040.50480235,144125.05115003,,
282368430,327,Rockville Metro West,32047,39.084379,-77.146866,YES,NO,,,NO,2,17,387293.21007282,157383.44319069,,
282368431,328,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,32048,38.984691,-77.094537,YES,NO,,,NO,7,5,391809.23272994,146310.99720784,,
282368432,329,Iwo Jima Memorial / Meade & 14th St N,31077,38.88992,-77.071301,YES,NO,,,NO,3,16,393814.20236548,135788.75739915,,
282368433,330,34th & Water St NW,31314,38.903663,-77.067668,YES,NO,,,NO,5,13,394130.51811026,137314.0993687,,DC
282368434,331,Duke St & John Carlyle St,31081,38.804378,-77.060866,YES,NO,,,NO,14,1,394713.17102609,126292.34142583,,
282368435,332,Lee Hwy & N Cleveland St,31079,38.894941,-77.09169,YES,NO,,,NO,3,12,392045.89232185,136347.70672975,,
282368436,333,Arlington Blvd & S George Mason Dr,31078,38.869442,-77.104503,YES,NO,,,NO,14,1,390931.12467668,133518.31847561,,
282368437,334,10th & G St NW,31274,38.898243,-77.026235,YES,NO,,,NO,12,11,397724.21868838,136710.587443,,DC
282368438,335,Lee Hwy & N Scott St,31080,38.897612,-77.080851,YES,NO,,,NO,1,14,392986.43793208,136643.32022975,,
282368439,336,New Hampshire Ave & 24th St NW,31275,38.901755,-77.051084,YES,NO,,,NO,11,8,395568.88566438,137101.36038208,,DC
282368440,337,Eisenhower Ave & Mill Race Ln,31082,38.801111,-77.068952,YES,NO,,,NO,12,3,394010.54617838,125930.1835293,,
282368441,338,Potomac Greens Dr & Slaters Ln,31083,38.82175,-77.047494,YES,NO,,,NO,8,3,395875.6679074,128220.0552696,,
282368442,339,Ballenger Ave & Dulaney St,31084,38.802677,-77.063562,YES,NO,,,NO,12,7,394478.86466732,126103.67942378,,
282368443,340,Mount Vernon Ave & E Nelson Ave,31085,38.820064,-77.057619,YES,NO,,,NO,6,5,394996.30487652,128033.40446264,,
282368444,341,Mount Vernon Ave & E Del Ray Ave,31086,38.82595,-77.058541,YES,NO,,,NO,9,6,394916.65642773,128686.84003154,,
282368445,342,Monroe Ave & Leslie Ave,31087,38.820932,-77.053096,YES,NO,,,NO,5,10,395389.14299363,128129.51994126,,
282368446,343,Mount Vernon Ave & Kennedy St,31088,38.833077,-77.059821,YES,NO,,,NO,7,8,394806.02748043,129478.05665833,,
282368447,344,Court House Metro / 15th St & N Uhle St,31089,38.890612,-77.084801,YES,NO,,,NO,16,4,392643.06650429,135866.57615407,,
282368448,345,WAU / Flower Ave & Division St,32049,38.986743,-77.000035,YES,NO,,,NO,9,6,399996.96765659,146534.54829125,,
282368449,346,Long Bridge Park / Long Bridge Dr & 6th St S,31090,38.865553,-77.05003,YES,NO,,,NO,5,10,395658.10901485,133082.6096937,,
282368450,347,Connecticut Ave & McKinley St NW,31315,38.964544,-77.075135,YES,NO,,,NO,12,7,393488.39756667,144072.9254812,,DC
282368451,348,15th & L St NW,31276,38.90366,-77.034846,YES,NO,,,NO,21,1,396977.47844927,137312.16782257,,DC
282368452,349,17th & G St NW,31277,38.8983,-77.039732,YES,NO,,,NO,18,10,396553.41074085,136717.33792365,,DC
282368453,350,Spring St & 2nd Ave,32050,38.997653,-77.034499,YES,NO,,,NO,10,5,397011.52018405,147746.23200566,,
282368454,351,18th & R St NW,31278,38.912648,-77.041834,YES,NO,,,NO,0,17,396371.80070351,138310.16380231,,DC
282368455,352,Joyce St & 16th St S,31091,38.859254,-77.063275,YES,NO,,,NO,5,9,394508.14728183,132384.08827775,,
282368456,353,Union Market,31517,38.907908,-76.99707,YES,NO,,,NO,6,17,400254.13134801,137783.15757588,,DC
282368457,354,Lee Hwy & N Monroe St,31092,38.896456,-77.104562,YES,NO,,,NO,2,12,390929.4393853,136517.08391716,,
282368458,355,21st St & N Pierce St,31093,38.898984,-77.078317,YES,NO,,,NO,4,11,393206.38482175,136795.43149257,,
282368459,356,Lee Hwy & N Kirkwood Rd,31094,38.895377,-77.09713,YES,NO,,,NO,12,3,391574.02398088,136396.59421225,,
282368460,357,19th & G St NW,31279,38.898412,-77.043182,YES,NO,,,NO,21,2,396254.14318763,136729.90672594,,DC
282368461,358,2nd St & Seaton Pl NE,31522,38.914751,-77.00356,YES,NO,,,NO,5,14,399691.25569893,138542.7889275,,DC
282368462,359,Wilson Blvd & N Illinois St,31902,38.876528,-77.12712,YES,NO,,,NO,9,5,388969.49519692,134307.40677263,,
282368463,364,Army Navy Dr & S Nash St,31095,38.86215,-77.068121,YES,NO,,,NO,6,5,394087.78640669,132705.86791113,,
282368464,365,31st & Water St NW,31293,38.902814,-77.061043,YES,NO,,,NO,5,14,394705.10354113,137219.4484204,,DC
282368465,367,11th & S St NW,31280,38.913761,-77.027025,YES,NO,,,NO,1,21,397656.19931508,138433.23161638,,DC
282368466,368,Walter Reed Dr & 8th St S,31096,38.86612,-77.08787,YES,NO,,,NO,8,7,392374.19768093,133148.03121274,,
282368467,369,2nd & G St NE,31639,38.89967,-77.003666,YES,NO,,,NO,4,19,399681.99552091,136868.67522408,,DC
282368468,370,8th & O St NW,31281,38.90864,-77.02277,YES,NO,,,NO,0,19,398025.08145063,137864.65778749,,DC
282368469,371,Georgia & Missouri Ave NW,31411,38.961339,-77.027855,YES,NO,,,NO,14,5,397585.82737487,143714.82919728,,DC
282368470,373,Oklahoma Ave & D St NE,31712,38.894474,-76.974828,YES,NO,,,NO,0,19,402183.685683,136292.1725555,,DC
282368471,374,Maryland Ave & E St NE,31640,38.896134,-76.9929,YES,NO,,,NO,11,8,400615.91481674,136476.16859309,,DC
282368472,375,New York Ave & Hecht Ave NE,31518,38.915604,-76.983683,YES,NO,,,NO,9,14,401415.09002301,138637.59947305,,DC
282368473,376,Yuma St & Tenley Circle NW,31316,38.946182,-77.08059,YES,NO,,,NO,9,10,393013.83863539,142034.97914405,,DC
282368474,378,Key West Ave & Siesta Key Way,32052,39.105295,-77.194774,YES,NO,,,NO,8,7,383153.18792963,159713.13218025,,
282368475,379,Lee Hwy & N Woodstock St,31900,38.898301,-77.118009,YES,NO,,,NO,4,15,389763.20231192,136723.31546751,,
282368476,380,Saint Asaph St & Madison St,31097,38.812718,-77.044097,YES,NO,,,NO,4,11,396170.17569938,127217.29681658,,
282368477,381,King St Metro North / Cameron St,31098,38.80704,-77.059817,YES,NO,,,NO,14,1,394804.48092072,126587.77988315,,
282368478,382,Madison St & N Henry St,31099,38.813485,-77.049468,YES,NO,,,NO,0,15,395703.75054801,127302.6777771,,
282368479,383,Medical Center Metro,32053,38.999378,-77.097882,YES,NO,,,NO,13,6,391521.16731482,147941.70542165,,
282368480,384,Washington Blvd & N Frederick St,31901,38.884829,-77.127671,YES,NO,,,NO,3,8,388922.97236949,135228.94699865,,
282368481,385,Wisconsin Ave & Ingomar St NW,31317,38.958267,-77.084636,YES,NO,,,NO,5,14,392664.34410016,143376.84095484,,DC
282368482,386,16th & Irving St NW,31122,38.928893,-77.03625,YES,NO,,,NO,0,18,396856.808607,140113.28859173,,DC
282368483,387,16th & R St NW,31282,38.912652,-77.036278,YES,NO,,,NO,1,18,396853.66429606,138310.40167951,,DC
282368484,388,Lyttonsville Rd & Lyttonsville Pl,32054,38.999679,-77.051168,YES,NO,,,NO,6,9,395567.69234355,147971.8160368,,
282368485,389,Woodmont Ave & Strathmore St,32055,38.979875,-77.093522,YES,NO,,,NO,2,9,391896.62547178,145776.283872,,
282368486,390,14th & L St NW,31283,38.903658,-77.031737,YES,NO,,,NO,17,0,397247.15119261,137311.8474609,,DC
282368487,391,1st & O St NW,31519,38.908643,-77.012365,YES,NO,,,NO,0,14,398927.54207227,137864.81714313,,DC
282368488,392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,YES,NO,,,NO,8,11,399293.83485771,129303.10478708,,DC
282368489,393,18th & C St NW,31284,38.893511,-77.041544,YES,NO,,,NO,16,0,396395.98519699,136185.79095053,,DC
282368490,394,22nd & P ST NW,31285,38.909394,-77.048728,YES,NO,,,NO,0,18,395773.70179205,137949.23962405,,DC
282368491,395,East West Hwy & 16th St,32056,38.995681,-77.038721,YES,NO,,,NO,6,13,396645.69611866,147527.46678748,,
282368492,396,Royal St & Wilkes St,31903,38.799267,-77.0447,YES,NO,,,NO,7,8,396117.07402725,125724.17677004,,
282368493,397,14th & Girard St NW,31123,38.925284,-77.032375,YES,NO,,,NO,0,22,397192.66283204,139712.53240828,,DC
282368494,398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,YES,NO,,,NO,9,10,395721.93521693,128329.81125103,,
282368495,399,11th & O St NW,31286,38.90843,-77.02714,YES,NO,,,NO,0,19,397646.04975824,137841.44968105,,DC
282368496,400,10th St & L'Enfant Plaza SW,31287,38.884323,-77.02601,YES,NO,,,NO,10,13,397743.29626981,135165.35272935,,DC
282368497,401,Connecticut Ave & Yuma St NW,31318,38.947156,-77.065115,YES,NO,,,NO,9,10,394355.40758835,142142.03129017,,DC
282368498,402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,YES,NO,,,NO,2,17,399728.03881641,136347.15809919,,DC
282368499,403,Radford St & Osage St,31908,38.828437,-77.086031,YES,NO,,,NO,6,17,392529.85317524,128964.8036433,,
282368500,404,East Falls Church Metro / Sycamore St & 19th St N,31904,38.885321,-77.156427,YES,NO,,,NO,9,9,386428.1319191,135287.44495049,,
282368501,405,Kennebec St & 11th St N,31905,38.880992,-77.135271,YES,NO,,,NO,7,8,388262.94832495,134803.96063251,,
282368502,406,Commonwealth Ave & Oak St,31906,38.812711,-77.061715,YES,NO,,,NO,6,10,394640.05213358,127217.4065506,,
282368503,407,Commonwealth Ave & E Monroe Ave,31913,38.820058,-77.062821,YES,NO,,,NO,3,12,394544.55728453,128033.03642625,,
282368504,408,4th St & Madison Dr NW,31288,38.890493,-77.017253,YES,NO,,,NO,3,28,398503.20865538,135850.09061145,,DC
282368505,409,Henry Bacon Dr & Lincoln Memorial Circle NW,31289,38.890544,-77.049379,YES,NO,,,NO,19,0,395716.10712295,135856.76917174,,DC
282368506,410,17th St & Independence Ave SW,31290,38.888097,-77.038325,YES,NO,,,NO,12,7,396674.98675895,135584.67242635,,DC
282368507,411,Franklin St & S Washington St,31907,38.798133,-77.0487,YES,NO,,,NO,5,14,395769.54149325,125598.47353608,,
282368508,412,Mount Vernon Ave & Four Mile Run Park,31909,38.843422,-77.064016,YES,NO,,,NO,7,7,394442.60095851,130626.66931776,,
282368509,413,4th St & K St NW,31642,38.902406,-77.016006,YES,NO,,,NO,0,23,398611.62453759,137172.50854187,,DC
282368510,414,Mount Vernon Ave & Bruce St,31912,38.841291,-77.063093,YES,NO,,,NO,6,8,394522.56553515,130390.05783003,,
282368511,415,Lee Center,31914,38.797557,-77.053766,YES,NO,,,NO,0,15,395329.43195741,125534.78097568,,
282368512,416,Powhatan St & Bashford Ln,31915,38.818748,-77.047783,YES,NO,,,NO,1,13,395850.39700673,127886.82678479,,
282368513,417,Potomac Ave & Swann Ave,31916,38.829545,-77.047844,YES,NO,,,NO,0,17,395845.72775465,129085.36771264,,
282368514,418,14th & Irving St NW,31124,38.928552,-77.032224,YES,NO,,,NO,2,27,397205.88456877,140075.30373809,,DC
282368515,419,Vermont Ave & I St NW,31291,38.901136,-77.034451,YES,NO,,,NO,25,0,397011.63477773,137031.97048551,,DC
282368516,420,Wisconsin Ave & Brandywine St NW,31319,38.949813,-77.080217,YES,NO,,,NO,9,16,393046.52732614,142438.02422189,,DC
282368517,421,24th & R St NE / National Arboretum,31520,38.91263,-76.971923,YES,NO,,,NO,3,16,402435.07623743,138307.70879166,,DC
282368518,422,Division Ave & Foote St NE,31713,38.897407,-76.925907,YES,NO,,,NO,5,9,406427.34608733,136620.06609604,,DC
282368519,423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,YES,NO,,,NO,4,19,401530.8771481,133652.36788743,,DC
282368520,424,Spring Hill Metro,32200,38.929261,-77.240654,YES,NO,,,NO,7,8,379133.32906395,140181.01997978,,
282368521,425,Westpark Dr & Leesburg Pike,32201,38.92403,-77.235955,YES,NO,,,NO,6,5,379539.26898978,139599.2725456,,
282368522,427,Tysons One Pl & Chain Bridge Rd,32203,38.919475,-77.221179,YES,NO,,,NO,4,7,380819.33544907,139090.42242219,,
282368523,428,Tysons Corner Station,32204,38.920939,-77.222115,YES,NO,,,NO,2,9,380738.56101699,139253.13535423,,
282368524,429,Westpark & Jones Branch Dr,32205,38.924437,-77.217664,YES,NO,,,NO,8,3,381125.46936865,139640.51216859,,
282368525,430,Jones Branch & Westbranch Dr,32206,38.931911,-77.219261,YES,NO,,,NO,6,4,380988.98002738,140470.51937627,,
282368526,431,Westpark & Park Run Dr,32207,38.928919,-77.225394,YES,NO,,,NO,5,6,380456.39941172,140139.67762131,,
282368527,432,Tysons West Transit Center,32208,38.932636,-77.231825,YES,NO,,,NO,4,6,379899.82535415,140553.69184941,,
282368528,433,North Shore & Cameron Crescent Dr/Crescent Apartments,32209,38.970046,-77.338686,YES,NO,,,NO,5,6,370649.98316139,144735.46493428,,
282368529,434,Town Center Pkwy & Bowman Towne Dr,32210,38.962524,-77.361902,YES,NO,,,NO,9,6,368634.8195974,143908.17868719,,
282368530,435,Reston Regional Library,32211,38.962095,-77.358815,YES,NO,,,NO,4,11,368902.1739327,143859.49993933,,
282368531,436,New Dominion Pkwy & Fountain Dr,32212,38.960574,-77.356324,YES,NO,,,NO,8,7,369117.40410412,143689.81045718,,
282368532,437,Sunset Hills & Old Reston Ave,32213,38.955079,-77.351649,YES,NO,,,NO,4,11,369520.23453313,143078.24814447,,
282368533,438,Reston Town Center Transit Station,32214,38.957037,-77.359718,YES,NO,,,NO,8,8,368821.70051475,143298.32745781,,
282368534,176,Ballston Metro / Stuart St & 9th St N,31037,38.881044,-77.111768,YES,NO,,,NO,15,7,390302.23781937,134806.97373735,,
282368535,177,Fairfax Dr & N Randolph St,31034,38.882629,-77.109366,YES,NO,,,NO,2,9,390510.86258655,134982.66832544,,
282368536,178,Jefferson Memorial,31249,38.879819,-77.037413,YES,NO,,,NO,8,14,396753.73375318,134665.71792817,,DC
282368537,179,Good Hope Rd & 14th St SE,31803,38.866611,-76.985238,YES,NO,,,NO,6,9,401281.11228246,133198.96929326,,DC
282368538,180,Glebe Rd & 11th St N,31038,38.883921,-77.116817,YES,NO,,,NO,7,4,389864.56068615,135126.89103108,,
282368539,181,Wilson Blvd & N Quincy St,31039,38.880012,-77.107854,YES,NO,,,NO,6,9,390641.70793238,134692.00542591,,
282368540,182,GMU / Fairfax Dr & Kenmore St,31040,38.884616,-77.10108,YES,NO,,,NO,8,3,391230.0410303,135202.41180552,,
282368541,183,Gallaudet / 8th St & Florida Ave NE,31508,38.90509,-76.9941,YES,NO,,,NO,1,17,400511.75228339,137470.34907981,,DC
282368542,185,20th & L St NW,31250,38.903584,-77.044789,YES,NO,,,NO,17,2,396115.02439795,137304.10738551,,DC
282368543,186,12th & L St NW,31251,38.903819,-77.0284,YES,NO,,,NO,1,18,397536.60617,137329.6244241,,DC
282368544,187,21st St & Pennsylvania Ave NW,31252,38.901539,-77.046564,YES,NO,,,NO,18,1,395960.94600021,137077.17295375,,DC
282368545,188,19th & K St NW,31253,38.902204,-77.04337,YES,NO,,,NO,15,8,396238.03496422,137150.85682925,,DC
282368546,189,Prince St & Union St,31041,38.803124,-77.040363,YES,NO,,,NO,4,14,396494.00267968,126152.15218226,,
282368547,190,Market Square / King St & Royal St,31042,38.804718,-77.043363,YES,NO,,,NO,5,10,396233.50175862,126329.21564255,,
282368548,191,Saint Asaph St & Pendleton  St,31043,38.810743,-77.044664,YES,NO,,,NO,1,13,396120.82449056,126998.08315733,,
282368549,192,King St & Patrick St,31044,38.805317,-77.049883,YES,NO,,,NO,0,15,395667.21274018,126395.99762896,,
282368550,193,15th & K St NW,31254,38.902,-77.03353,YES,NO,,,NO,25,0,397091.55982715,137127.85168549,,DC
282368551,194,Commerce St & Fayette St,31045,38.805648,-77.05293,YES,NO,,,NO,9,6,395402.57471448,126432.8897394,,
282368552,195,Henry St & Pendleton St,31046,38.811456,-77.050276,YES,NO,,,NO,6,11,395633.45246838,127077.48415181,,
282368553,196,Braddock Rd Metro,31047,38.814577,-77.052808,YES,NO,,,NO,11,18,395413.7448307,127424.05927501,,
282368554,197,King St Metro South,31048,38.805763,-77.060627,YES,NO,,,NO,7,16,394734.03270035,126446.07127699,,
282368555,198,24th & N St NW,31255,38.9066,-77.05152,YES,NO,,,NO,14,1,395531.3698104,137639.21579131,,DC
282368556,199,10th & E St NW,31256,38.895914,-77.026064,YES,NO,,,NO,15,0,397738.97843831,136452.04567026,,DC
282368557,200,22nd & I St NW / Foggy Bottom,31257,38.90088,-77.048911,YES,NO,,,NO,9,6,395757.32337487,137004.12512577,,DC
282368558,201,Utah St & 11th St N,31049,38.883669,-77.113905,YES,NO,,,NO,9,2,390117.18065021,135098.59783356,,
282368559,202,Barton St & 10th St N,31050,38.884961,-77.08777,YES,NO,,,NO,2,9,392384.88706428,135239.51496366,,
282368560,203,Arlington Blvd & N Queen St,31051,38.889365,-77.077294,YES,NO,,,NO,2,9,393294.22093326,135727.57124359,,
282368561,204,Lincoln Memorial,31258,38.888251,-77.049426,YES,NO,,,NO,10,13,395711.89180633,135602.23051407,,DC
282368562,206,20th St & Virginia Ave NW,31259,38.894722,-77.045128,YES,NO,,,NO,13,1,396085.13339566,136320.36909798,,DC
282368563,207,5th St & Massachusetts Ave NW,31265,38.90093,-77.018677,YES,NO,,,NO,0,18,398379.90597158,137008.70467648,,DC
282368564,208,39th & Veazey St NW,31308,38.943837,-77.077078,YES,NO,,,NO,6,9,393318.06595366,141774.40034915,,DC
282368565,209,Fessenden St & Wisconsin Ave NW,31309,38.954812,-77.082426,YES,NO,,,NO,7,8,392855.54507199,142993.1290753,,DC
282368566,210,3rd & M St NE,31627,38.90547,-77.00213,YES,NO,,,NO,12,8,399815.24973606,137512.51778395,,DC
282368567,211,Columbia Pike & S Courthouse Rd,31053,38.863833,-77.080319,YES,NO,,,NO,7,7,393029.28804682,132893.55385171,,
282368568,212,Walter Reed Dr & 16th St S,31054,38.857803,-77.086733,YES,NO,,,NO,5,6,392471.99507726,132224.68968124,,
282368569,213,28th St & S Meade St,31055,38.846222,-77.069275,YES,NO,,,NO,4,11,393986.28914822,130937.82204983,,
282368570,214,18th St & Wyoming Ave NW,31114,38.918809,-77.041571,YES,NO,,,NO,0,21,396394.92173743,138994.07565048,,DC
282368571,215,5th & Kennedy St NW,31403,38.956556,-77.019814,YES,NO,,,NO,9,6,398282.61975004,143183.69002703,,DC
282368572,216,Georgia Ave & Emerson St NW,31405,38.949662,-77.027333,YES,NO,,,NO,8,11,397630.68061866,142418.56148209,,DC
282368573,217,14th & Upshur St NW,31406,38.942475,-77.032678,YES,NO,,,NO,5,13,397167.07187956,141620.89237034,,DC
282368574,218,14th St & Colorado Ave NW,31407,38.956432,-77.032947,YES,NO,,,NO,9,10,397144.31085359,143170.25383441,,DC
282368575,219,Troy St & 26th St S,31056,38.847977,-77.075104,YES,NO,,,NO,5,6,393480.43841302,131133.03943473,,
282368576,220,Four Mile Run Dr & S Shirlington Rd,31057,38.8444,-77.085931,YES,NO,,,NO,7,4,392540.20426708,130736.796557,,
282368577,221,Columbia Pike & S Oakland St,31058,38.860789,-77.09586,YES,NO,,,NO,5,5,391680.16396318,132556.94935025,,
282368578,222,Four Mile Run Dr & S Walter Reed Dr,31059,38.84736,-77.095431,YES,NO,,,NO,6,5,391715.83915544,131066.19628707,,
282368579,223,S Arlington Mill Dr & Campbell Ave,31060,38.84232,-77.089555,YES,NO,,,NO,2,12,392225.37311813,130506.2046103,,
282368580,224,Kenmore St & 24th St S,31061,38.848454,-77.084918,YES,NO,,,NO,4,7,392628.5628703,131186.73644678,,
282368581,225,13th St & Eastern Ave,32006,38.987,-77.029417,YES,NO,,,NO,7,8,397451.3679179,146563.48846577,,
282368582,226,Wisconsin Ave & O St NW,31312,38.90849,-77.063586,YES,NO,,,NO,5,13,394484.96152307,137849.68097811,,DC
282368583,227,Roosevelt Island,31062,38.896553,-77.06714,YES,NO,,,NO,0,13,394175.73602395,136524.79875716,,
282368584,228,Connecticut & Nebraska Ave NW,31310,38.955016,-77.069956,YES,NO,,,NO,15,8,393936.42688566,143014.87282821,,DC
282368585,229,17th St & Massachusetts Ave NW,31267,38.908142,-77.038359,YES,NO,,,NO,6,11,396672.97197532,137809.82841168,,DC
282368586,230,15th & Euclid St  NW,31117,38.92333,-77.0352,YES,NO,,,NO,0,15,396947.614649,139495.71246314,,DC
282368587,231,8th & East Capitol St NE,31629,38.889988,-76.995193,YES,NO,,,NO,0,11,400417.03628136,135793.90119809,,DC
282368588,232,New Jersey Ave & R St NW,31509,38.912659,-77.017669,YES,NO,,,NO,0,15,398467.59465205,138310.70186081,,DC
282368589,233,15th & East Capitol St NE,31630,38.889908,-76.983326,YES,NO,,,NO,0,11,401446.57181554,135785.14170208,,DC
282368590,234,8th & F St NE,31631,38.897274,-76.994749,YES,NO,,,NO,0,15,400455.50943968,136602.70680593,,DC
282368591,235,18th St & Rhode Island Ave NE,31510,38.927095,-76.978924,YES,NO,,,NO,5,10,401827.51926549,139913.2820472,,DC
